event_id,event_time,ccy_couple,rate
288230383844089832,1708466370440,EURBHD,1.2623
288230383844089590,1708466370036,EURBDT,1.08079
288230383844089594,1708466370038,EURBDT,0.61642
288230383844089598,1708466370039,EURBDT,0.6549
288230383844089602,1708466370039,EURBDT,0.85619
288230383844089608,1708466370040,EURBDT,1.2623
288230383844089658,1708466370136,EURBDT,1.08078
288230383844089664,1708466370139,EURBDT,0.6549
288230383844089668,1708466370139,EURBDT,0.85619
288230383844089674,1708466370140,EURBDT,1.2623
288230383844089716,1708466370236,EURBDT,1.08079
288230383844089728,1708466370239,EURBDT,0.6549
288230383844089730,1708466370239,EURBDT,0.8562
288230383844089734,1708466370240,EURBDT,1.2623
288230383844089774,1708466370336,EURBDT,1.08078
288230383844089780,1708466370339,EURBDT,0.85619
288230383844089786,1708466370340,EURBDT,1.2623
288230383844089806,1708466370347,EURBDT,0.6549
288230383844089826,1708466370439,EURBDT,0.85619
288230383844089832,1708466370440,EURBDT,1.2623
288230383844089590,1708466370036,EURBBD,1.08079
288230383844089594,1708466370038,EURBBD,0.61642
288230383844089598,1708466370039,EURBBD,0.6549
288230383844089602,1708466370039,EURBBD,0.85619
288230383844089608,1708466370040,EURBBD,1.2623
288230383844089658,1708466370136,EURBBD,1.08078
288230383844089664,1708466370139,EURBBD,0.6549
288230383844089668,1708466370139,EURBBD,0.85619
288230383844089674,1708466370140,EURBBD,1.2623
288230383844089716,1708466370236,EURBBD,1.08079
288230383844089728,1708466370239,EURBBD,0.6549
288230383844089730,1708466370239,EURBBD,0.8562
288230383844089734,1708466370240,EURBBD,1.2623
288230383844089774,1708466370336,EURBBD,1.08078
288230383844089780,1708466370339,EURBBD,0.85619
288230383844089786,1708466370340,EURBBD,1.2623
288230383844089806,1708466370347,EURBBD,0.6549
288230383844089826,1708466370439,EURBBD,0.85619
288230383844089832,1708466370440,EURBBD,1.2623
288230383844089590,1708466370036,EURBYN,1.08079
288230383844089594,1708466370038,EURBYN,0.61642
288230383844089598,1708466370039,EURBYN,0.6549
288230383844089602,1708466370039,EURBYN,0.85619
288230383844089608,1708466370040,EURBYN,1.2623
288230383844089658,1708466370136,EURBYN,1.08078
288230383844089664,1708466370139,EURBYN,0.6549
288230383844089668,1708466370139,EURBYN,0.85619
288230383844089674,1708466370140,EURBYN,1.2623
288230383844089716,1708466370236,EURBYN,1.08079
288230383844089728,1708466370239,EURBYN,0.6549
288230383844089730,1708466370239,EURBYN,0.8562
288230383844089734,1708466370240,EURBYN,1.2623
288230383844089774,1708466370336,EURBYN,1.08078
288230383844089780,1708466370339,EURBYN,0.85619
288230383844089786,1708466370340,EURBYN,1.2623
288230383844089806,1708466370347,EURBYN,0.6549
288230383844089826,1708466370439,EURBYN,0.85619
288230383844089832,1708466370440,EURBYN,1.2623
288230383844089590,1708466370036,EUREUR,1.08079
288230383844089594,1708466370038,EUREUR,0.61642
288230383844089598,1708466370039,EUREUR,0.6549
288230383844089602,1708466370039,EUREUR,0.85619
288230383844089608,1708466370040,EUREUR,1.2623
288230383844089658,1708466370136,EUREUR,1.08078
288230383844089664,1708466370139,EUREUR,0.6549
288230383844089668,1708466370139,EUREUR,0.85619
288230383844089674,1708466370140,EUREUR,1.2623
288230383844089716,1708466370236,EUREUR,1.08079
288230383844089728,1708466370239,EUREUR,0.6549
288230383844089730,1708466370239,EUREUR,0.8562
288230383844089734,1708466370240,EUREUR,1.2623
288230383844089774,1708466370336,EUREUR,1.08078
288230383844089780,1708466370339,EUREUR,0.85619
288230383844089786,1708466370340,EUREUR,1.2623
288230383844089806,1708466370347,EUREUR,0.6549
288230383844089826,1708466370439,EUREUR,0.85619
288230383844089832,1708466370440,EUREUR,1.2623
288230383844089590,1708466370036,EURBZD,1.08079
288230383844089594,1708466370038,EURBZD,0.61642
288230383844089598,1708466370039,EURBZD,0.6549
288230383844089602,1708466370039,EURBZD,0.85619
288230383844089608,1708466370040,EURBZD,1.2623
288230383844089658,1708466370136,EURBZD,1.08078
288230383844089664,1708466370139,EURBZD,0.6549
288230383844089668,1708466370139,EURBZD,0.85619
288230383844089674,1708466370140,EURBZD,1.2623
288230383844089716,1708466370236,EURBZD,1.08079
288230383844089728,1708466370239,EURBZD,0.6549
288230383844089730,1708466370239,EURBZD,0.8562
288230383844089734,1708466370240,EURBZD,1.2623
288230383844089774,1708466370336,EURBZD,1.08078
288230383844089780,1708466370339,EURBZD,0.85619
288230383844089786,1708466370340,EURBZD,1.2623
288230383844089806,1708466370347,EURBZD,0.6549
288230383844089826,1708466370439,EURBZD,0.85619
288230383844089832,1708466370440,EURBZD,1.2623
288230383844089590,1708466370036,EURXOF,1.08079
288230383844089594,1708466370038,EURXOF,0.61642
288230383844089598,1708466370039,EURXOF,0.6549
288230383844089602,1708466370039,EURXOF,0.85619
288230383844089608,1708466370040,EURXOF,1.2623
288230383844089658,1708466370136,EURXOF,1.08078
288230383844089664,1708466370139,EURXOF,0.6549
288230383844089668,1708466370139,EURXOF,0.85619
288230383844089674,1708466370140,EURXOF,1.2623
288230383844089716,1708466370236,EURXOF,1.08079
288230383844089728,1708466370239,EURXOF,0.6549
288230383844089730,1708466370239,EURXOF,0.8562
288230383844089734,1708466370240,EURXOF,1.2623
288230383844089774,1708466370336,EURXOF,1.08078
288230383844089780,1708466370339,EURXOF,0.85619
288230383844089786,1708466370340,EURXOF,1.2623
288230383844089806,1708466370347,EURXOF,0.6549
288230383844089826,1708466370439,EURXOF,0.85619
288230383844089832,1708466370440,EURXOF,1.2623
288230383844089590,1708466370036,EURBMD,1.08079
288230383844089594,1708466370038,EURBMD,0.61642
288230383844089598,1708466370039,EURBMD,0.6549
288230383844089602,1708466370039,EURBMD,0.85619
288230383844089608,1708466370040,EURBMD,1.2623
288230383844089658,1708466370136,EURBMD,1.08078
288230383844089664,1708466370139,EURBMD,0.6549
288230383844089668,1708466370139,EURBMD,0.85619
288230383844089674,1708466370140,EURBMD,1.2623
288230383844089716,1708466370236,EURBMD,1.08079
288230383844089728,1708466370239,EURBMD,0.6549
288230383844089730,1708466370239,EURBMD,0.8562
288230383844089734,1708466370240,EURBMD,1.2623
288230383844089774,1708466370336,EURBMD,1.08078
288230383844089780,1708466370339,EURBMD,0.85619
288230383844089786,1708466370340,EURBMD,1.2623
288230383844089806,1708466370347,EURBMD,0.6549
288230383844089826,1708466370439,EURBMD,0.85619
288230383844089832,1708466370440,EURBMD,1.2623
288230383844089590,1708466370036,USDAFN,1.08079
288230383844089594,1708466370038,USDAFN,0.61642
288230383844089598,1708466370039,USDAFN,0.6549
288230383844089602,1708466370039,USDAFN,0.85619
288230383844089608,1708466370040,USDAFN,1.2623
288230383844089658,1708466370136,USDAFN,1.08078
288230383844089664,1708466370139,USDAFN,0.6549
288230383844089668,1708466370139,USDAFN,0.85619
288230383844089674,1708466370140,USDAFN,1.2623
288230383844089716,1708466370236,USDAFN,1.08079
288230383844089728,1708466370239,USDAFN,0.6549
288230383844089730,1708466370239,USDAFN,0.8562
288230383844089734,1708466370240,USDAFN,1.2623
288230383844089774,1708466370336,USDAFN,1.08078
288230383844089780,1708466370339,USDAFN,0.85619
288230383844089786,1708466370340,USDAFN,1.2623
288230383844089806,1708466370347,USDAFN,0.6549
288230383844089826,1708466370439,USDAFN,0.85619
288230383844089832,1708466370440,USDAFN,1.2623
288230383844089590,1708466370036,USDALL,1.08079
288230383844089594,1708466370038,USDALL,0.61642
288230383844089598,1708466370039,USDALL,0.6549
288230383844089602,1708466370039,USDALL,0.85619
288230383844089608,1708466370040,USDALL,1.2623
288230383844089658,1708466370136,USDALL,1.08078
288230383844089664,1708466370139,USDALL,0.6549
288230383844089668,1708466370139,USDALL,0.85619
288230383844089674,1708466370140,USDALL,1.2623
288230383844089716,1708466370236,USDALL,1.08079
288230383844089728,1708466370239,USDALL,0.6549
288230383844089730,1708466370239,USDALL,0.8562
288230383844089734,1708466370240,USDALL,1.2623
288230383844089774,1708466370336,USDALL,1.08078
288230383844089780,1708466370339,USDALL,0.85619
288230383844089786,1708466370340,USDALL,1.2623
288230383844089806,1708466370347,USDALL,0.6549
288230383844089826,1708466370439,USDALL,0.85619
288230383844089832,1708466370440,USDALL,1.2623
288230383844089590,1708466370036,USDDZD,1.08079
288230383844089594,1708466370038,USDDZD,0.61642
288230383844089598,1708466370039,USDDZD,0.6549
288230383844089602,1708466370039,USDDZD,0.85619
288230383844089608,1708466370040,USDDZD,1.2623
288230383844089658,1708466370136,USDDZD,1.08078
288230383844089664,1708466370139,USDDZD,0.6549
288230383844089668,1708466370139,USDDZD,0.85619
288230383844089674,1708466370140,USDDZD,1.2623
288230383844089716,1708466370236,USDDZD,1.08079
288230383844089728,1708466370239,USDDZD,0.6549
288230383844089730,1708466370239,USDDZD,0.8562
288230383844089734,1708466370240,USDDZD,1.2623
288230383844089774,1708466370336,USDDZD,1.08078
288230383844089780,1708466370339,USDDZD,0.85619
288230383844089786,1708466370340,USDDZD,1.2623
288230383844089806,1708466370347,USDDZD,0.6549
288230383844089826,1708466370439,USDDZD,0.85619
288230383844089832,1708466370440,USDDZD,1.2623
288230383844089590,1708466370036,USDAOA,1.08079
288230383844089594,1708466370038,USDAOA,0.61642
288230383844089598,1708466370039,USDAOA,0.6549
288230383844089602,1708466370039,USDAOA,0.85619
288230383844089608,1708466370040,USDAOA,1.2623
288230383844089658,1708466370136,USDAOA,1.08078
288230383844089664,1708466370139,USDAOA,0.6549
288230383844089668,1708466370139,USDAOA,0.85619
288230383844089674,1708466370140,USDAOA,1.2623
288230383844089716,1708466370236,USDAOA,1.08079
288230383844089728,1708466370239,USDAOA,0.6549
288230383844089730,1708466370239,USDAOA,0.8562
288230383844089734,1708466370240,USDAOA,1.2623
288230383844089774,1708466370336,USDAOA,1.08078
288230383844089780,1708466370339,USDAOA,0.85619
288230383844089786,1708466370340,USDAOA,1.2623
288230383844089806,1708466370347,USDAOA,0.6549
288230383844089826,1708466370439,USDAOA,0.85619
288230383844089832,1708466370440,USDAOA,1.2623
288230383844089590,1708466370036,USDARS,1.08079
288230383844089594,1708466370038,USDARS,0.61642
288230383844089598,1708466370039,USDARS,0.6549
288230383844089602,1708466370039,USDARS,0.85619
288230383844089608,1708466370040,USDARS,1.2623
288230383844089658,1708466370136,USDARS,1.08078
288230383844089664,1708466370139,USDARS,0.6549
288230383844089668,1708466370139,USDARS,0.85619
288230383844089674,1708466370140,USDARS,1.2623
288230383844089716,1708466370236,USDARS,1.08079
288230383844089728,1708466370239,USDARS,0.6549
288230383844089730,1708466370239,USDARS,0.8562
288230383844089734,1708466370240,USDARS,1.2623
288230383844089774,1708466370336,USDARS,1.08078
288230383844089780,1708466370339,USDARS,0.85619
288230383844089786,1708466370340,USDARS,1.2623
288230383844089806,1708466370347,USDARS,0.6549
288230383844089826,1708466370439,USDARS,0.85619
288230383844089832,1708466370440,USDARS,1.2623
288230383844089590,1708466370036,USDAMD,1.08079
288230383844089594,1708466370038,USDAMD,0.61642
288230383844089598,1708466370039,USDAMD,0.6549
288230383844089602,1708466370039,USDAMD,0.85619
288230383844089608,1708466370040,USDAMD,1.2623
288230383844089658,1708466370136,USDAMD,1.08078
288230383844089664,1708466370139,USDAMD,0.6549
288230383844089668,1708466370139,USDAMD,0.85619
288230383844089674,1708466370140,USDAMD,1.2623
288230383844089716,1708466370236,USDAMD,1.08079
288230383844089728,1708466370239,USDAMD,0.6549
288230383844089730,1708466370239,USDAMD,0.8562
288230383844089734,1708466370240,USDAMD,1.2623
288230383844089774,1708466370336,USDAMD,1.08078
288230383844089780,1708466370339,USDAMD,0.85619
288230383844089786,1708466370340,USDAMD,1.2623
288230383844089806,1708466370347,USDAMD,0.6549
288230383844089826,1708466370439,USDAMD,0.85619
288230383844089832,1708466370440,USDAMD,1.2623
288230383844089590,1708466370036,USDAWG,1.08079
288230383844089594,1708466370038,USDAWG,0.61642
288230383844089598,1708466370039,USDAWG,0.6549
288230383844089602,1708466370039,USDAWG,0.85619
288230383844089608,1708466370040,USDAWG,1.2623
288230383844089658,1708466370136,USDAWG,1.08078
288230383844089664,1708466370139,USDAWG,0.6549
288230383844089668,1708466370139,USDAWG,0.85619
288230383844089674,1708466370140,USDAWG,1.2623
288230383844089716,1708466370236,USDAWG,1.08079
288230383844089728,1708466370239,USDAWG,0.6549
288230383844089730,1708466370239,USDAWG,0.8562
288230383844089734,1708466370240,USDAWG,1.2623
288230383844089774,1708466370336,USDAWG,1.08078
288230383844089780,1708466370339,USDAWG,0.85619
288230383844089786,1708466370340,USDAWG,1.2623
288230383844089806,1708466370347,USDAWG,0.6549
288230383844089826,1708466370439,USDAWG,0.85619
288230383844089832,1708466370440,USDAWG,1.2623
288230383844089590,1708466370036,USDAZN,1.08079
288230383844089594,1708466370038,USDAZN,0.61642
288230383844089598,1708466370039,USDAZN,0.6549
288230383844089602,1708466370039,USDAZN,0.85619
288230383844089608,1708466370040,USDAZN,1.2623
288230383844089658,1708466370136,USDAZN,1.08078
288230383844089664,1708466370139,USDAZN,0.6549
288230383844089668,1708466370139,USDAZN,0.85619
288230383844089674,1708466370140,USDAZN,1.2623
288230383844089716,1708466370236,USDAZN,1.08079
288230383844089728,1708466370239,USDAZN,0.6549
288230383844089730,1708466370239,USDAZN,0.8562
288230383844089734,1708466370240,USDAZN,1.2623
288230383844089774,1708466370336,USDAZN,1.08078
288230383844089780,1708466370339,USDAZN,0.85619
288230383844089786,1708466370340,USDAZN,1.2623
288230383844089806,1708466370347,USDAZN,0.6549
288230383844089826,1708466370439,USDAZN,0.85619
288230383844089832,1708466370440,USDAZN,1.2623
288230383844089590,1708466370036,USDBSD,1.08079
288230383844089594,1708466370038,USDBSD,0.61642
288230383844089598,1708466370039,USDBSD,0.6549
288230383844089602,1708466370039,USDBSD,0.85619
288230383844089608,1708466370040,USDBSD,1.2623
288230383844089658,1708466370136,USDBSD,1.08078
288230383844089664,1708466370139,USDBSD,0.6549
288230383844089668,1708466370139,USDBSD,0.85619
288230383844089674,1708466370140,USDBSD,1.2623
288230383844089716,1708466370236,USDBSD,1.08079
288230383844089728,1708466370239,USDBSD,0.6549
288230383844089730,1708466370239,USDBSD,0.8562
288230383844089734,1708466370240,USDBSD,1.2623
288230383844089774,1708466370336,USDBSD,1.08078
288230383844089780,1708466370339,USDBSD,0.85619
288230383844089786,1708466370340,USDBSD,1.2623
288230383844089806,1708466370347,USDBSD,0.6549
288230383844089826,1708466370439,USDBSD,0.85619
288230383844089832,1708466370440,USDBSD,1.2623
288230383844089590,1708466370036,USDBHD,1.08079
288230383844089594,1708466370038,USDBHD,0.61642
288230383844089598,1708466370039,USDBHD,0.6549
288230383844089602,1708466370039,USDBHD,0.85619
288230383844089608,1708466370040,USDBHD,1.2623
288230383844089658,1708466370136,USDBHD,1.08078
288230383844089664,1708466370139,USDBHD,0.6549
288230383844089668,1708466370139,USDBHD,0.85619
288230383844089674,1708466370140,USDBHD,1.2623
288230383844089716,1708466370236,USDBHD,1.08079
288230383844089728,1708466370239,USDBHD,0.6549
288230383844089730,1708466370239,USDBHD,0.8562
288230383844089734,1708466370240,USDBHD,1.2623
288230383844089774,1708466370336,USDBHD,1.08078
288230383844089780,1708466370339,USDBHD,0.85619
288230383844089786,1708466370340,USDBHD,1.2623
288230383844089806,1708466370347,USDBHD,0.6549
288230383844089826,1708466370439,USDBHD,0.85619
288230383844089832,1708466370440,USDBHD,1.2623
288230383844089590,1708466370036,USDBDT,1.08079
288230383844089594,1708466370038,USDBDT,0.61642
288230383844089598,1708466370039,USDBDT,0.6549
288230383844089602,1708466370039,USDBDT,0.85619
288230383844089608,1708466370040,USDBDT,1.2623
288230383844089658,1708466370136,USDBDT,1.08078
288230383844089664,1708466370139,USDBDT,0.6549
288230383844089668,1708466370139,USDBDT,0.85619
288230383844089674,1708466370140,USDBDT,1.2623
288230383844089716,1708466370236,USDBDT,1.08079
288230383844089728,1708466370239,USDBDT,0.6549
288230383844089730,1708466370239,USDBDT,0.8562
288230383844089734,1708466370240,USDBDT,1.2623
288230383844089774,1708466370336,USDBDT,1.08078
288230383844089780,1708466370339,USDBDT,0.85619
288230383844089786,1708466370340,USDBDT,1.2623
288230383844089806,1708466370347,USDBDT,0.6549
288230383844089826,1708466370439,USDBDT,0.85619
288230383844089832,1708466370440,USDBDT,1.2623
288230383844089590,1708466370036,USDBBD,1.08079
288230383844089594,1708466370038,USDBBD,0.61642
288230383844089598,1708466370039,USDBBD,0.6549
288230383844089602,1708466370039,USDBBD,0.85619
288230383844089608,1708466370040,USDBBD,1.2623
288230383844089658,1708466370136,USDBBD,1.08078
288230383844089664,1708466370139,USDBBD,0.6549
288230383844089668,1708466370139,USDBBD,0.85619
288230383844089674,1708466370140,USDBBD,1.2623
288230383844089716,1708466370236,USDBBD,1.08079
288230383844089728,1708466370239,USDBBD,0.6549
288230383844089730,1708466370239,USDBBD,0.8562
288230383844089734,1708466370240,USDBBD,1.2623
288230383844089774,1708466370336,USDBBD,1.08078
288230383844089780,1708466370339,USDBBD,0.85619
288230383844089786,1708466370340,USDBBD,1.2623
288230383844089806,1708466370347,USDBBD,0.6549
288230383844089826,1708466370439,USDBBD,0.85619
288230383844089832,1708466370440,USDBBD,1.2623
288230383844089590,1708466370036,USDBYN,1.08079
288230383844089594,1708466370038,USDBYN,0.61642
288230383844089598,1708466370039,USDBYN,0.6549
288230383844089602,1708466370039,USDBYN,0.85619
288230383844089608,1708466370040,USDBYN,1.2623
288230383844089658,1708466370136,USDBYN,1.08078
288230383844089664,1708466370139,USDBYN,0.6549
288230383844089668,1708466370139,USDBYN,0.85619
288230383844089674,1708466370140,USDBYN,1.2623
288230383844089716,1708466370236,USDBYN,1.08079
288230383844089728,1708466370239,USDBYN,0.6549
288230383844089730,1708466370239,USDBYN,0.8562
288230383844089734,1708466370240,USDBYN,1.2623
288230383844089774,1708466370336,USDBYN,1.08078
288230383844089780,1708466370339,USDBYN,0.85619
288230383844089786,1708466370340,USDBYN,1.2623
288230383844089806,1708466370347,USDBYN,0.6549
288230383844089826,1708466370439,USDBYN,0.85619
288230383844089832,1708466370440,USDBYN,1.2623
288230383844089590,1708466370036,USDEUR,1.08079
288230383844089594,1708466370038,USDEUR,0.61642
288230383844089598,1708466370039,USDEUR,0.6549
288230383844089602,1708466370039,USDEUR,0.85619
288230383844089608,1708466370040,USDEUR,1.2623
288230383844089658,1708466370136,USDEUR,1.08078
288230383844089664,1708466370139,USDEUR,0.6549
288230383844089668,1708466370139,USDEUR,0.85619
288230383844089674,1708466370140,USDEUR,1.2623
288230383844089716,1708466370236,USDEUR,1.08079
288230383844089728,1708466370239,USDEUR,0.6549
288230383844089730,1708466370239,USDEUR,0.8562
288230383844089734,1708466370240,USDEUR,1.2623
288230383844089774,1708466370336,USDEUR,1.08078
288230383844089780,1708466370339,USDEUR,0.85619
288230383844089786,1708466370340,USDEUR,1.2623
288230383844089806,1708466370347,USDEUR,0.6549
288230383844089826,1708466370439,USDEUR,0.85619
288230383844089832,1708466370440,USDEUR,1.2623
288230383844089590,1708466370036,USDBZD,1.08079
288230383844089594,1708466370038,USDBZD,0.61642
288230383844089598,1708466370039,USDBZD,0.6549
288230383844089602,1708466370039,USDBZD,0.85619
288230383844089608,1708466370040,USDBZD,1.2623
288230383844089658,1708466370136,USDBZD,1.08078
288230383844089664,1708466370139,USDBZD,0.6549
288230383844089668,1708466370139,USDBZD,0.85619
288230383844089674,1708466370140,USDBZD,1.2623
288230383844089716,1708466370236,USDBZD,1.08079
288230383844089728,1708466370239,USDBZD,0.6549
288230383844089730,1708466370239,USDBZD,0.8562
288230383844089734,1708466370240,USDBZD,1.2623
288230383844089774,1708466370336,USDBZD,1.08078
288230383844089780,1708466370339,USDBZD,0.85619
288230383844089786,1708466370340,USDBZD,1.2623
288230383844089806,1708466370347,USDBZD,0.6549
288230383844089826,1708466370439,USDBZD,0.85619
288230383844089832,1708466370440,USDBZD,1.2623
288230383844089590,1708466370036,USDXOF,1.08079
288230383844089594,1708466370038,USDXOF,0.61642
288230383844089598,1708466370039,USDXOF,0.6549
288230383844089602,1708466370039,USDXOF,0.85619
288230383844089608,1708466370040,USDXOF,1.2623
288230383844089658,1708466370136,USDXOF,1.08078
288230383844089664,1708466370139,USDXOF,0.6549
288230383844089668,1708466370139,USDXOF,0.85619
288230383844089674,1708466370140,USDXOF,1.2623
288230383844089716,1708466370236,USDXOF,1.08079
288230383844089728,1708466370239,USDXOF,0.6549
288230383844089730,1708466370239,USDXOF,0.8562
288230383844089734,1708466370240,USDXOF,1.2623
288230383844089774,1708466370336,USDXOF,1.08078
288230383844089780,1708466370339,USDXOF,0.85619
288230383844089786,1708466370340,USDXOF,1.2623
288230383844089806,1708466370347,USDXOF,0.6549
288230383844089826,1708466370439,USDXOF,0.85619
288230383844089832,1708466370440,USDXOF,1.2623
288230383844089590,1708466370036,USDBMD,1.08079
288230383844089594,1708466370038,USDBMD,0.61642
288230383844089598,1708466370039,USDBMD,0.6549
288230383844089602,1708466370039,USDBMD,0.85619
288230383844089608,1708466370040,USDBMD,1.2623
288230383844089658,1708466370136,USDBMD,1.08078
288230383844089664,1708466370139,USDBMD,0.6549
288230383844089668,1708466370139,USDBMD,0.85619
288230383844089674,1708466370140,USDBMD,1.2623
288230383844089716,1708466370236,USDBMD,1.08079
288230383844089728,1708466370239,USDBMD,0.6549
288230383844089730,1708466370239,USDBMD,0.8562
288230383844089734,1708466370240,USDBMD,1.2623
288230383844089774,1708466370336,USDBMD,1.08078
288230383844089780,1708466370339,USDBMD,0.85619
288230383844089786,1708466370340,USDBMD,1.2623
288230383844089806,1708466370347,USDBMD,0.6549
288230383844089826,1708466370439,USDBMD,0.85619
288230383844089832,1708466370440,USDBMD,1.2623
288230383844089590,1708466370036,AFNALL,1.08079
288230383844089594,1708466370038,AFNALL,0.61642
288230383844089598,1708466370039,AFNALL,0.6549
288230383844089602,1708466370039,AFNALL,0.85619
288230383844089608,1708466370040,AFNALL,1.2623
288230383844089658,1708466370136,AFNALL,1.08078
288230383844089664,1708466370139,AFNALL,0.6549
288230383844089668,1708466370139,AFNALL,0.85619
288230383844089674,1708466370140,AFNALL,1.2623
288230383844089716,1708466370236,AFNALL,1.08079
288230383844089728,1708466370239,AFNALL,0.6549
288230383844089730,1708466370239,AFNALL,0.8562
288230383844089734,1708466370240,AFNALL,1.2623
288230383844089774,1708466370336,AFNALL,1.08078
288230383844089780,1708466370339,AFNALL,0.85619
288230383844089786,1708466370340,AFNALL,1.2623
288230383844089806,1708466370347,AFNALL,0.6549
288230383844089826,1708466370439,AFNALL,0.85619
288230383844089832,1708466370440,AFNALL,1.2623
288230383844089590,1708466370036,AFNDZD,1.08079
288230383844089594,1708466370038,AFNDZD,0.61642
288230383844089598,1708466370039,AFNDZD,0.6549
288230383844089602,1708466370039,AFNDZD,0.85619
288230383844089608,1708466370040,AFNDZD,1.2623
288230383844089658,1708466370136,AFNDZD,1.08078
288230383844089664,1708466370139,AFNDZD,0.6549
288230383844089668,1708466370139,AFNDZD,0.85619
288230383844089674,1708466370140,AFNDZD,1.2623
288230383844089716,1708466370236,AFNDZD,1.08079
288230383844089728,1708466370239,AFNDZD,0.6549
288230383844089730,1708466370239,AFNDZD,0.8562
288230383844089734,1708466370240,AFNDZD,1.2623
288230383844089774,1708466370336,AFNDZD,1.08078
288230383844089780,1708466370339,AFNDZD,0.85619
288230383844089786,1708466370340,AFNDZD,1.2623
288230383844089806,1708466370347,AFNDZD,0.6549
288230383844089826,1708466370439,AFNDZD,0.85619
288230383844089832,1708466370440,AFNDZD,1.2623
288230383844089590,1708466370036,AFNAOA,1.08079
288230383844089594,1708466370038,AFNAOA,0.61642
288230383844089598,1708466370039,AFNAOA,0.6549
288230383844089602,1708466370039,AFNAOA,0.85619
288230383844089608,1708466370040,AFNAOA,1.2623
288230383844089658,1708466370136,AFNAOA,1.08078
288230383844089664,1708466370139,AFNAOA,0.6549
288230383844089668,1708466370139,AFNAOA,0.85619
288230383844089674,1708466370140,AFNAOA,1.2623
288230383844089716,1708466370236,AFNAOA,1.08079
288230383844089728,1708466370239,AFNAOA,0.6549
288230383844089730,1708466370239,AFNAOA,0.8562
288230383844089734,1708466370240,AFNAOA,1.2623
288230383844089774,1708466370336,AFNAOA,1.08078
288230383844089780,1708466370339,AFNAOA,0.85619
288230383844089786,1708466370340,AFNAOA,1.2623
288230383844089806,1708466370347,AFNAOA,0.6549
288230383844089826,1708466370439,AFNAOA,0.85619
288230383844089832,1708466370440,AFNAOA,1.2623
288230383844089590,1708466370036,AFNARS,1.08079
288230383844089594,1708466370038,AFNARS,0.61642
288230383844089598,1708466370039,AFNARS,0.6549
288230383844089602,1708466370039,AFNARS,0.85619
288230383844089608,1708466370040,AFNARS,1.2623
288230383844089658,1708466370136,AFNARS,1.08078
288230383844089664,1708466370139,AFNARS,0.6549
288230383844089668,1708466370139,AFNARS,0.85619
288230383844089674,1708466370140,AFNARS,1.2623
288230383844089716,1708466370236,AFNARS,1.08079
288230383844089728,1708466370239,AFNARS,0.6549
288230383844089730,1708466370239,AFNARS,0.8562
288230383844089734,1708466370240,AFNARS,1.2623
288230383844089774,1708466370336,AFNARS,1.08078
288230383844089780,1708466370339,AFNARS,0.85619
288230383844089786,1708466370340,AFNARS,1.2623
288230383844089806,1708466370347,AFNARS,0.6549
288230383844089826,1708466370439,AFNARS,0.85619
288230383844089832,1708466370440,AFNARS,1.2623
288230383844089590,1708466370036,AFNAMD,1.08079
288230383844089594,1708466370038,AFNAMD,0.61642
288230383844089598,1708466370039,AFNAMD,0.6549
288230383844089602,1708466370039,AFNAMD,0.85619
288230383844089608,1708466370040,AFNAMD,1.2623
288230383844089658,1708466370136,AFNAMD,1.08078
288230383844089664,1708466370139,AFNAMD,0.6549
288230383844089668,1708466370139,AFNAMD,0.85619
288230383844089674,1708466370140,AFNAMD,1.2623
288230383844089716,1708466370236,AFNAMD,1.08079
288230383844089728,1708466370239,AFNAMD,0.6549
288230383844089730,1708466370239,AFNAMD,0.8562
288230383844089734,1708466370240,AFNAMD,1.2623
288230383844089774,1708466370336,AFNAMD,1.08078
288230383844089780,1708466370339,AFNAMD,0.85619
288230383844089786,1708466370340,AFNAMD,1.2623
288230383844089806,1708466370347,AFNAMD,0.6549
288230383844089826,1708466370439,AFNAMD,0.85619
288230383844089832,1708466370440,AFNAMD,1.2623
288230383844089590,1708466370036,AFNAWG,1.08079
288230383844089594,1708466370038,AFNAWG,0.61642
288230383844089598,1708466370039,AFNAWG,0.6549
288230383844089602,1708466370039,AFNAWG,0.85619
288230383844089608,1708466370040,AFNAWG,1.2623
288230383844089658,1708466370136,AFNAWG,1.08078
288230383844089664,1708466370139,AFNAWG,0.6549
288230383844089668,1708466370139,AFNAWG,0.85619
288230383844089674,1708466370140,AFNAWG,1.2623
288230383844089716,1708466370236,AFNAWG,1.08079
288230383844089728,1708466370239,AFNAWG,0.6549
288230383844089730,1708466370239,AFNAWG,0.8562
288230383844089734,1708466370240,AFNAWG,1.2623
288230383844089774,1708466370336,AFNAWG,1.08078
288230383844089780,1708466370339,AFNAWG,0.85619
288230383844089786,1708466370340,AFNAWG,1.2623
288230383844089806,1708466370347,AFNAWG,0.6549
288230383844089826,1708466370439,AFNAWG,0.85619
288230383844089832,1708466370440,AFNAWG,1.2623
288230383844089590,1708466370036,AFNAZN,1.08079
288230383844089594,1708466370038,AFNAZN,0.61642
288230383844089598,1708466370039,AFNAZN,0.6549
288230383844089602,1708466370039,AFNAZN,0.85619
288230383844089608,1708466370040,AFNAZN,1.2623
288230383844089658,1708466370136,AFNAZN,1.08078
288230383844089664,1708466370139,AFNAZN,0.6549
288230383844089668,1708466370139,AFNAZN,0.85619
288230383844089674,1708466370140,AFNAZN,1.2623
